Instance_number,author_guid,account_age,author_type,average_hashtags,average_links,average_minutes_between_posts,average_post_lenth,average_posts_per_day_active_days,average_posts_per_day_total,average_user_mentions,boost_score_avg,boost_score_std_dev,boost_score_sum,boosting_timeslots_count,count_authors_sharing_boosted_posts,friends_followers_ratio,number_followers,number_friends,number_of_crawled_posts,number_of_posts,number_pointed_posts,number_pointers,Cluster
216,4afe165f3cbf3dbcba5edcbd25ca3bba,2691,?,0,0,1004.15,24.5,2,205,1,?,?,?,?,?,0.037705,145364,5481,2,553282,?,?,cluster5
217,4b3a0132a1203d698f648a57bba7d115,890,?,0,0,54392.033333,7,1,35,0,0,0,0,0,0,0.67,1300,871,2,31488,1,1,cluster4
218,4b61e20fd5a435dba630867e75739f51,430,1,0,1,?,7,1,3,1,0.166763,0,0.166763,1,90,15.955556,45,718,1,1319,1,1,cluster1
219,4b862446e39136d6bbd0bc4fa5895ec7,19,1,0,1,28.9,12.5,2,5,1,0.013375,0.006348,0.02675,1,191,99,3,297,2,108,2,2,cluster0
220,4c2877091faf379f828968df53b8e337,226,?,0,0,?,22,1,155,1,?,?,?,?,?,0.041946,1192,50,1,35109,?,?,cluster6
221,4cd1c76f9485390aa84ef22f09b049e9,441,?,0,2,?,15,1,0,1,?,?,?,?,?,4.514607,445,2009,1,183,?,?,cluster6
222,4d53b50d58443c31a800d6204d5054d8,806,?,0,1,?,10,1,7,0,?,?,?,?,?,0.998229,2259,2255,1,5849,?,?,cluster6
223,4dfacd36bc403038b2fe8c9479c060ae,20,1,0,1,15.066667,12.5,2,5,1,0.001957,0.001957,0.003914,0,0,0,8,0,2,103,2,2,cluster3
224,4e6ec75ba6383d9e972b3f4330fdf299,11,1,0,1,?,10,1,2,1,0,0,0,0,0,0,0,70,1,28,1,1,cluster3
225,4ea1a9602b353933a2ffcd3777f4a183,83,?,0,1,?,6,1,44,0,0.000001,0,0.000001,0,0,2.48062,387,960,1,3720,1,1,cluster3
226,4edff01b92ae348cba05f0ddd5d961c1,2738,?,0,1,?,27,1,3,0,?,?,?,?,?,0.160726,1487,239,1,9843,?,?,cluster6
227,4ef633e7d01b3395a35d5ab455de78f6,682,1,0,1,?,7,1,1,1,0.025,0,0.025,0,0,17.388889,18,313,1,1221,1,1,cluster3
228,4f2b27e71c7d3dc5be04e27e0de283ed,375,1,0,1,?,7,1,2,1,0,0,0,0,0,12.916667,24,310,1,1042,1,1,cluster3
229,4fadbd6db564356e8488314ac1967bf9,12,?,0,1,?,10,1,11,1,0.003175,0,0.003175,0,0,51.666667,6,310,1,136,1,1,cluster3
230,501aa8ed25d432d1a9f9c51e6236b8ac,12,1,0,1,54.066667,12.5,2,4,1,0.013375,0.006348,0.02675,1,191,19.6,5,98,2,52,2,2,cluster0
231,50802371beea3085aa42e5a693e08b85,396,?,0,1,?,18,1,18,0,0,0,0,0,0,0.627451,306,192,1,7263,1,1,cluster3
232,509c9daf80a03ac994edf1a436a91e3c,1516,?,0,1,?,11,1,0,1,0,0,0,0,0,1.115124,443,494,1,536,1,1,cluster3
233,516e874472cf3d32971676f6a364c416,2651,?,0,1,?,23,1,6,1,0.000712,0,0.000712,0,0,4.462199,582,2597,1,17358,1,1,cluster2
234,523943b2cc653af09ab3ee8085e5388c,11,?,0,1,?,10,1,3,1,0.003883,0,0.003883,1,191,0,0,0,1,34,1,1,cluster0
235,529bfcad17033d169a99114beb49ade5,12,?,0,1,?,10,1,1,1,0.005653,0,0.005653,0,0,0,0,0,1,21,1,1,cluster3
236,52b23299ab183f5eb0333f766ca833a4,2547,?,0,1,0.016667,16.5,2,267,0,?,?,?,?,?,0.503488,1577,794,2,680594,?,?,cluster5
237,52b300f8345e3c9cb5d0f181643042bf,2069,?,0,0,?,10,1,6,0,?,?,?,?,?,0.223982,884,198,1,12806,?,?,cluster6
238,52e1cf85ba20341bac3f51849753f640,2528,?,0,1,?,15,1,454,1,0,0,0,0,0,0.133051,151972,20220,1,1149334,1,1,cluster5
239,5371821e67b53582bffbb293b2554dda,2387,1,0,1,?,12,1,0,1,0.081145,0,0.081145,0,0,3.699634,546,2020,1,2104,1,1,cluster3
240,539efa8365cc37bba3ba7a9f51531eb8,19,1,0,1,7.883333,12.5,2,6,1,0.001957,0.001957,0.003914,0,0,84.5,4,338,2,119,2,2,cluster3
241,544585aa64ab394cb09f1db0b8b26aff,270,?,0,2,11240.533333,16.5,1.5,296,0,0,0,0,0,0,0.296296,135,40,6,80167,5,5,cluster4
242,54883787a2cc3fc09c1cc0eac7567617,12,?,0,1,?,10,1,14,1,0.001238,0,0.001238,0,0,77.25,4,309,1,173,1,1,cluster3
243,54a31727806c31d9bb50bd90dbfb0bb3,1370,?,0,0,?,12,1,144,2,?,?,?,?,?,0.399797,38472,15381,1,197469,?,?,cluster2
244,54d502a9983e3fbcbfdb8c5f4b106977,2325,?,0,2,?,15,1,24,1,?,?,?,?,?,0.017633,33970,599,1,56347,?,?,cluster6
245,5628e7ebf94632b59ce2b1faf06eedc2,1506,?,0,0,?,14,1,1,1,?,?,?,?,?,0.320442,362,116,1,1541,?,?,cluster6
246,562b8249a017351f8551e587689bfb87,1769,?,0,0,?,27,1,3,0,?,?,?,?,?,2.742857,210,576,1,5475,?,?,cluster6
247,565f577e76f3346aae059bbd9970920b,11,1,0,1,?,10,1,3,1,0,0,0,0,0,40,2,80,1,35,1,1,cluster3
248,56ffbeb41ef63da9870591dbadc4f2b4,434,?,0,1,?,8,1,47,0,?,?,?,?,?,1.176471,34,40,1,20576,?,?,cluster6
249,570496f98e713daf98c4a9f8880396e1,1438,?,0,0,?,28,1,12,1,?,?,?,?,?,1.474093,386,569,1,17277,?,?,cluster6
250,571e306e6e3831c0aa7cde5eb59c71c3,2652,?,0,1,?,11,1,1,0,0.000056,0,0.000056,0,0,1.709261,1393,2381,1,2831,1,1,cluster2
251,575a55882f5131f5ae47da74d816723f,11,1,0,1,?,10,1,2,1,0,0,0,0,0,14.714286,7,103,1,32,1,1,cluster3
252,57d6e8896c193e5789f56d92c699dabb,859,1,0,1,?,7,1,2,1,0.426704,0,0.426704,1,90,14.352941,68,976,1,1807,1,1,cluster1
253,57e3f5b86a2f378bbc4fb94e19261c13,184,?,0,2,?,13,1,192,0,?,?,?,?,?,0.57971,69,40,1,35357,?,?,cluster6
254,57e48df59df637f1ad315b653bf02803,373,?,0,0.041667,2433.560145,0.666667,4.8,582,0,0,0,0,0,0,1.100989,4753,5233,24,217231,23,23,cluster4
255,5825d8fc697538d0b36bc6ea94b69146,1074,1,0,1,?,12,1,1,1,0.02152,0,0.02152,0,0,0.484988,433,210,1,1269,1,1,cluster3
256,5845e6138c5f3531a6c6f9b6763f3077,19,1,0,1,18.116667,12.5,2,3,1,0.013375,0.006348,0.02675,1,191,107,3,321,2,74,2,2,cluster0
257,5877643804eb36cc94c256ede9040f57,1371,?,0,0,?,21,1,0,1,?,?,?,?,?,3.022727,44,133,1,464,?,?,cluster6
258,5880f8c44f853cdbb5281ecd2d7cd925,56,?,0,2,?,13,1,0,3,?,?,?,?,?,5.851429,350,2048,1,53,?,?,cluster6
259,588dfdc0f12b368da3e48bd87c3fa59e,11,1,0,1,?,10,1,1,1,0,0,0,0,0,40,3,120,1,12,1,1,cluster3
260,58f6db6fa8a7358eb27724da8675abb8,839,1,0,1,?,7,1,1,1,0.252852,0,0.252852,1,90,18.04,50,902,1,1491,1,1,cluster1
261,58fb3209808f31e4bbe14ede76060275,1521,?,0,1,?,23,1,90,1,0,0,0,0,0,1.702253,2885,4911,1,137477,1,1,cluster2
262,59f29cb33d563c2e9439a7d120491425,1662,?,0,1,?,10,1,0,1,0,0,0,0,0,1.181818,121,143,1,459,1,1,cluster3
263,5a828af07495357db17efe25932eb7e8,1017,?,0,1,?,18,1,7,2,0,0,0,0,0,0.384593,31545,12132,1,7693,1,1,cluster2
264,5acbaa215a003cc096297cb442f30bcb,89,?,0,2,-15.054167,16.2,5,77,0,?,?,?,?,?,4.347826,23,100,5,6936,?,?,cluster4
265,5acbdcd55ea83273956758ecbf5088ad,19,1,0,1,-4.383333,12.5,2,6,1,0.005471,0.001556,0.010941,0,0,26.076923,13,339,2,132,2,2,cluster3
266,5b0a0ad31daa3a1a928ae28ebfa150a1,143,?,0,1,?,13,1,94,1,?,?,?,?,?,7.82716,567,4438,1,13483,?,?,cluster6
267,5b1160c8fe94300988484d1528fd10bc,12,1,0,1,13.633333,12.5,2,5,1,0.001957,0.001957,0.003914,0,0,33,2,66,2,67,2,2,cluster3
268,5b1ad193288437988d50ffe9a1214d68,796,1,0,1,?,12,1,1,1,0.081145,0,0.081145,0,0,0.40708,339,138,1,865,1,1,cluster3
269,5b6e8a0f9eec34c4b5b318a0dd0b912d,2796,?,0,1,?,18,1,5,0,?,?,?,?,?,0.482629,4001,1931,1,15703,?,?,cluster6
270,5c12568f7a643bfbb85a0376ad6dd1c6,19,1,0,1,19.75,12.5,2,8,1,0.001957,0.001957,0.003914,0,0,0,2,0,2,169,2,2,cluster3
271,5c502314904433ffa9dff492a2c6b21a,1393,?,0,0,?,10,1,9,0,?,?,?,?,?,1.385965,342,474,1,12551,?,?,cluster6
272,5c5a4925c163339ba7e756d6fffae3cd,62,1,0,1,?,12,1,12,1,0,0,0,0,0,0.497585,207,103,1,756,1,1,cluster3
273,5c6301eb52a13a1d88ef973c174ee306,3040,?,0,0,?,18,1,155,1,?,?,?,?,?,0.833571,132723,110634,1,473883,?,?,cluster2
274,5cbe2faaa0ae3d76ab13b220f6ec8a70,2402,?,0,1,?,14,1,3,0,?,?,?,?,?,0.850529,756,643,1,8542,?,?,cluster6
275,5cd0eeca85b339f09717d36721079216,17,1,0,1,6.216667,12.5,2,4,1,0.005471,0.001556,0.010941,0,0,0,5,0,2,79,2,2,cluster3
276,5d3a47553f2b38cbb6e16246299423df,396,?,0,1,?,18,1,15,1,?,?,?,?,?,0.859649,57,49,1,6230,?,?,cluster6
277,5e1492cbf2f53b7ea77489fb91789e25,11,1,0,1,?,10,1,1,1,0,0,0,0,0,9.818182,11,108,1,12,1,1,cluster3
278,5e3cf5bb8af2353a8e82d6dfb50a4251,12,?,0,1,?,10,1,14,1,0.003557,0,0.003557,0,0,151.5,2,303,1,175,1,1,cluster3
279,5ed2bb5c9cc63851967fbd2a37bfbf42,19,1,0,1,26.566667,12.5,2,2,1,0.005471,0.001556,0.010941,0,0,0,7,0,2,52,2,2,cluster3
280,5f12efd1dafe3d2c9c551006050fedff,1062,?,0,1,?,24,1,6,2,?,?,?,?,?,3.864407,118,456,1,6855,?,?,cluster6
281,5fb7f5d69cdb38198482ccfce4d1f0f1,12,?,0,1,?,10,1,12,1,0.001238,0,0.001238,0,0,104.333333,3,313,1,145,1,1,cluster3
282,6055fa75c0353dee9053ff65ea57b7eb,1461,?,0,1,?,14,1,0,0,?,?,?,?,?,7.787879,33,257,1,110,?,?,cluster6
283,60640924f35b3240b5c1b2dd32ca93ba,1630,?,0,2,?,16,1,67,0,0,0,0,0,0,1.038276,26570,27587,1,110366,1,1,cluster2
284,608a4308720e3d5f84ef73ec4dde6766,239,?,0,1,?,16,1,58,0,0,0,0,0,0,2.371773,581,1378,1,14077,1,1,cluster2
285,6109fd5430863e61ac556b42f5814b3d,11,1,0,1,?,10,1,1,1,0,0,0,0,0,7.8,15,117,1,12,1,1,cluster3
286,6110a6b55cf43c16883d4a48324b75f8,12,?,0,1,?,10,1,0,1,0.007433,0,0.007433,0,0,0,0,0,1,9,1,1,cluster3
287,6119097c240d3803b5309d4ca50ee196,19,1,0,1,129.966667,12.5,1,4,1,0.000619,0.000619,0.001238,0,0,44.25,8,354,2,90,2,2,cluster3
288,61b85c7e0ae33bcb896ba25314888f00,1652,?,0,2,?,15,1,0,1,?,?,?,?,?,3.761905,21,79,1,1153,?,?,cluster6
289,61f354a4e0923271a9fd8c3cce6c55c9,2631,?,0,0,?,27,1,54,1,?,?,?,?,?,0.092197,5575,514,1,143282,?,?,cluster6
290,62f68e8b66673405a69ae43cc811b4f9,2567,?,0,0,?,22,1,5,1,?,?,?,?,?,0.859494,790,679,1,13097,?,?,cluster6
291,6343dc3298343d4780f6242dd553a2fd,1952,?,0,2,?,13,1,140,0,?,?,?,?,?,0.003816,128413,490,1,274842,?,?,cluster2
292,63c741f87a433806948088af0a708f80,897,1,0,1,?,7,1,1,1,0.252852,0,0.252852,1,90,8.272727,22,182,1,1010,1,1,cluster1
293,64910a4edb333cff89df7d5f459cd06c,808,?,0,0,?,17,1,40,1,0,0,0,0,0,1.213141,624,757,1,32972,1,1,cluster2
294,64ce778891ec34fc855f7118ab3e4dcb,93,?,0,2,?,17,1,113,0,?,?,?,?,?,0.8,25,20,1,10561,?,?,cluster6
295,64df4b3eb15a3df4ad82ed0c75f1f1c8,157,?,0,0.615385,4715.001389,12.846154,2.6,60,1.076923,0.000197,0.000556,0.00177,0,0,0.292906,874,256,13,9491,9,9,cluster4
296,65753ad879a035e5b4fa889ad728cfc5,19,1,0,1,21.366667,12.5,2,4,1,0.005471,0.001556,0.010941,0,0,35.555556,9,320,2,91,2,2,cluster3
297,65816803786d3c88aae077e57b91d233,2647,?,0,0,?,7,1,48,0,0.000002,0,0.000002,0,0,0.633972,7412,4699,1,128687,1,1,cluster2
298,65b882251259379892e95df14de326c6,1224,?,0,1,?,6,1,88,0,?,?,?,?,?,0.01626,123,2,1,108209,?,?,cluster6
299,6602634928be33f5b28b72b44c7e7ebd,3429,?,0,0,?,13,1,1,0,?,?,?,?,?,1.869301,329,615,1,3563,?,?,cluster6
300,6619080c62ff33fd98934f5a7a893999,746,1,0,1,?,7,1,1,1,0.025,0,0.025,0,0,14.952381,21,314,1,1131,1,1,cluster3
301,668544a0a6033eab98aad5552f5a0961,1939,?,0,1,0.591667,11.666667,3,1,1,?,?,?,?,?,2.141975,162,347,3,2093,?,?,cluster6
302,66dcfafaa6813184b6b60da525dde8f2,12,?,0,1,?,10,1,9,1,0.00619,0,0.00619,0,0,68.75,4,275,1,119,1,1,cluster3
303,6730438127483b3189504e43fc046c31,773,1,0,1,?,7,1,1,1,0.166763,0,0.166763,1,90,11.421053,19,217,1,1194,1,1,cluster1
304,673a35c785f933ac972d1f83a53d6a0c,19,1,0,1,-0.933333,12.5,2,2,1,0.005471,0.001556,0.010941,0,0,0,4,0,2,50,2,2,cluster3
305,67c2d01a20503eb68314fcab59d46058,1556,?,0,1,?,23,1,15,1,0.00026,0,0.00026,0,0,5.18624,843,4372,1,24630,1,1,cluster2
306,68471b2b000d319e91cf2d1891c3b190,19,1,0,1,188.066667,12.5,1,3,1,0.000619,0.000619,0.001238,0,0,59.2,5,296,2,74,2,2,cluster3
307,68c7ea91c6c33cc3b7b60146c4578501,11,1,0,1,?,10,1,2,1,0,0,0,0,0,101,1,101,1,28,1,1,cluster3
308,68e637fffec9343cbb56f9c9970e38f6,401,1,0,1,?,7,1,2,1,0.426704,0,0.426704,1,90,11.923077,26,310,1,1083,1,1,cluster1
309,695dc91c14d63de595c720b2d7b48b1c,12,?,0,1,?,10,1,3,1,0.001238,0,0.001238,0,0,48.5,2,97,1,37,1,1,cluster3
310,6abdd51ea8a731ffa18efcd3f50c1f4f,108,?,0,2,94.45,17.666667,3,79,0,?,?,?,?,?,2,20,40,3,8533,?,?,cluster6
311,6abf24d373f432d1bc6aaaa23c0d50b6,932,1,0,1,?,7,1,1,1,0.025,0,0.025,0,0,19.704545,44,867,1,1559,1,1,cluster3
312,6ac8c6a0d6d3361195f6b7fe9ae09bef,344,?,0,2,657.666667,17.5,2,46,0.25,0,0,0,0,0,2.02265,883,1786,4,16149,3,4,cluster4
313,6b632c49f7883fbe91355dfd250e8e42,988,?,0,0,?,10,1,36,0,?,?,?,?,?,0.56982,1332,759,1,36140,?,?,cluster6
314,6be46b64ef49358d855feb4ef6a7b800,861,1,0,1,?,7,1,2,1,0.025,0,0.025,0,0,8.234783,115,947,1,1974,1,1,cluster3
315,6be7d7a96bd43afabf40f041044fea9e,930,1,0,1,?,7,1,1,1,0,0,0,0,0,6.714286,21,141,1,1141,1,1,cluster3
316,6c952b965d7d375192e0107f62cb7f38,1891,1,0,1,?,12,1,0,1,0.081145,0,0.081145,0,0,0.137645,603,83,1,149,1,1,cluster3
317,6cffbba00f403e7bb67bbd5518e84789,19,1,0,1,-0.916667,12.5,2,5,1,0.005471,0.001556,0.010941,0,0,0,14,0,2,98,2,2,cluster3
318,6d2de0fccfe6318ca13a93f240f562b4,2347,?,0,1,26.383333,14,2,0,0,?,?,?,?,?,9.709091,55,534,2,539,?,?,cluster6
319,6d3e2566e14337daab4708c50cd511ec,12,?,0,1,?,10,1,10,1,0.007433,0,0.007433,0,0,99.333333,3,298,1,129,1,1,cluster3
320,6dd09457e90e375f88658de4de5a0656,19,1,0,1,33.183333,12.5,2,2,1,0.009862,0.009862,0.019723,1,191,79.25,4,317,2,43,2,2,cluster0
321,6ddaa631ccef3f128700e061445faa7e,11,?,0,1,?,10,1,1,1,0.000761,0,0.000761,0,0,0,0,0,1,16,1,1,cluster3
322,6e1793046dd535019228e0bc2a6cd211,2525,?,0,1,?,23,1,16,1,0.000967,0,0.000967,0,0,2.727156,777,2119,1,42556,1,1,cluster2
323,6fcf1eb4acaa36f093367e9528c2bf38,2554,?,0,0.5,644.5,5,2,3,0,0,0,0,0,0,0.088688,6957,617,2,9631,2,2,cluster5
324,70023ea7d9ce3f9e98526f54eca51ba1,3310,?,0,1,?,20,1,46,1,0.000319,0,0.000319,0,0,0.000126,7941,1,1,152863,1,1,cluster2
325,7020a82f11343f1e8f4e8baacf3b8a93,1308,?,0,1,?,23,1,27,1,0.00026,0,0.00026,0,0,6.328467,548,3468,1,35916,1,1,cluster2
326,70aff3c62e8f341e9ab7fecb75ba7068,179,?,0,2,13793.175,13,1.666667,196,0,0,0,0,0,0,0.39,100,39,5,35232,4,4,cluster4
327,70d025442d653ab0b7448deac9625dd4,18,1,0,1,?,10,1,3,1,0,0,0,0,0,0,1,0,1,59,1,1,cluster3
328,7123b05d627630efbe406565b4c65aeb,758,1,0,1,?,7,1,1,1,0.025,0,0.025,0,0,9.407407,27,254,1,1058,1,1,cluster3
329,7128687c11483811a9912dcdaa0bf192,873,1,0,1,?,7,1,1,1,0.166763,0,0.166763,1,90,6.2125,160,994,1,1493,1,1,cluster1
330,713491378db43cb2a12232c285d838ba,19,1,0,1,35.166667,12.5,2,9,1,0.005471,0.001556,0.010941,0,0,20.866667,15,313,2,179,2,2,cluster3
331,71755dd3cfc33264b9ad1ecfc41e23e6,2264,?,0,0,?,7,1,27,0,0.00003,0,0.00003,0,0,1.039715,6320,6571,1,61901,1,1,cluster2
332,7199b0930a3b3ed996d0b6303c3bfdd5,70,?,0,2,?,14,1,86,0,?,?,?,?,?,1.55,20,31,1,6049,?,?,cluster6
333,72810799338c3938a825202e118f2356,103,1,0,1,?,12,1,1,1,0.02152,0,0.02152,0,0,7.158273,139,995,1,114,1,1,cluster3
334,729d1b47821a351fbd4f7cbe619634c5,11,1,0,1,?,10,1,1,1,0,0,0,0,0,0,0,99,1,12,1,1,cluster3
335,72c0b66820993bfda0197919aaafcb9d,12,1,0,1,3.216667,12.5,2,2,1,0.005471,0.001556,0.010941,0,0,0,0,90,2,31,2,2,cluster3
336,72d1b1843fa635b9893f1cc6697eb868,106,?,0,2,?,14,1,106,0,?,?,?,?,?,2.105263,19,40,1,11337,?,?,cluster6
337,737e6fa396c63e6f8d35521cdf1944ec,2650,?,0,1,?,12,1,12,1,?,?,?,?,?,3.47037,270,937,1,33055,?,?,cluster6
338,73ee766f592b3f56b2e2c5bcd873051f,283,?,0,0,?,5,1,25,1,?,?,?,?,?,1.356364,275,373,1,7205,?,?,cluster6
339,741b5dd59d553b93a757a2bdd92ee7dc,78,?,0,1,?,15,1,13,0,0,0,0,0,0,1.089678,3691,4022,1,1090,1,1,cluster2
340,741f6831c43b3e68ba07b25c1d4f9864,133,?,0,0,?,24,1,452,1,?,?,?,?,?,0.006006,1665,10,1,60149,?,?,cluster6
341,747fe9fb0b22398195a8370266ccc9dd,3365,?,0,0,?,23,1,2,1,?,?,?,?,?,0.415603,705,293,1,9184,?,?,cluster6
342,749ac075e94a3530a7524d3429828a4b,1797,?,0,1,?,13,1,6,1,0.000002,0,0.000002,0,0,0.203869,4601,938,1,11056,1,1,cluster2
343,74aff59b251e3f9ebb3d034dd9255785,11,?,0,1,?,10,1,7,1,0.003883,0,0.003883,1,191,0,0,302,1,87,1,1,cluster0
344,74eb6d8691e63428a96980f8d7fc5396,1953,?,0,1,?,21,1,4,2,?,?,?,?,?,1.952941,255,498,1,7843,?,?,cluster6
345,751b1b7aeafa3426868351a93b3d2bbc,19,1,0,1,-1.683333,12.5,2,5,1,0.005471,0.001556,0.010941,0,0,0,5,0,2,103,2,2,cluster3
346,754d76915a223b73b971967e88216753,12,?,0,1,?,10,1,6,1,0.003175,0,0.003175,0,0,145,2,290,1,74,1,1,cluster3
347,7558d6173eaf3006b06ddeea581adabb,1678,?,0,1,?,14,1,110,0,0,0,0,0,0,0.170877,12787,2185,1,186031,1,1,cluster2
348,75686873db1032159bd6406d901e202f,999,?,0,0,?,20,1,1,4,?,?,?,?,?,3.045455,22,67,1,1164,?,?,cluster6
349,75b650a78d4a39c6984083becaad4096,19,1,0,1,22.95,12.5,2,5,1,0.009862,0.009862,0.019723,1,191,75,4,300,2,95,2,2,cluster0
350,75e0c6794f323037905492870f8531a7,2639,?,0,2,?,15,1,57,1,0,0,0,0,0,0.04403,1136438,50037,1,152778,1,1,cluster2
351,75eda0c81fa23e3bbab09c41748794f4,11,1,0,1,?,10,1,2,1,0,0,0,0,0,13,7,91,1,29,1,1,cluster3
352,76e40fa628bc353ab2c11d0ba44501e2,2615,?,0,0,?,22,1,1,0,?,?,?,?,?,3.896104,77,300,1,4425,?,?,cluster6
353,770288a77ad13dfd8c9268e3f788f5b2,12,?,0,1,?,10,1,8,1,0.003175,0,0.003175,0,0,105.666667,3,317,1,103,1,1,cluster3
354,7708aae5982d37a89e74bbf81cb96753,381,1,0,1,?,7,1,2,1,0.025,0,0.025,0,0,8.892857,28,249,1,1106,1,1,cluster3
355,776efc10f620321f82170ccf00081369,11,1,0,1,?,10,1,2,1,0,0,0,0,0,36,3,108,1,30,1,1,cluster3
356,7774def049d532bda7e66f78dd616d8a,767,?,0,0,-2.35,23.5,2,10,1,?,?,?,?,?,2.040816,196,400,2,8023,?,?,cluster6
357,778cb38b590c37f28a6d4e7a90a4be26,20,1,0,1,41.416667,12.5,2,8,1,0.009862,0.009862,0.019723,1,191,63.4,5,317,2,163,2,2,cluster0
358,77aa8afe0219318cac1dcf6a74746884,174,?,0,2,52370.833333,17,1,210,0,0,0,0,0,0,0.333333,120,40,2,36654,1,1,cluster4
359,782a577a03933f3fa3ee4a39f9036976,108,?,0,2,?,15,1,86,0,?,?,?,?,?,1.904762,21,40,1,9347,?,?,cluster6
360,79984dec1cea33b7aaa7f8035a6bedc9,18,1,0,1,5.1,12.5,2,4,1,0.005471,0.001556,0.010941,0,0,60,5,300,2,84,2,2,cluster3
361,7a2918e08c0b3c22b5c04aab58c04028,2087,?,0,0,?,9,1,0,0,?,?,?,?,?,1.508048,994,1499,1,731,?,?,cluster6
362,7a6d9e1e65a0318e981ac3d4b3681d3c,2270,?,0,0,18616.077778,0,2,236,0,0,0,0,0,0,0.786047,645,507,4,536419,1,1,cluster5
363,7a7b501864593697932ec23ca5cd55ca,63,?,0,2,?,20,1,2,0,?,?,?,?,?,4.214286,14,59,1,169,?,?,cluster6
364,7a919cc8fdc3368dbfd77c9df806c74d,440,?,0,0,?,5,1,67,1,0,0,0,0,0,0.481739,1150,554,1,29753,1,1,cluster2
365,7a9e6207831235428d750f7e45091d03,2786,?,0,1,?,16,1,18,0,?,?,?,?,?,0.872685,7399,6457,1,51095,?,?,cluster6
366,7aedcef582a63a6c84901a7a20ffdfd4,830,1,0,1,?,7,1,1,1,0.025,0,0.025,0,0,8.15625,32,261,1,1034,1,1,cluster3
367,7b7978e399c831b49f83e394b9c67608,2006,?,0,2,486.311111,16.5,2,12,0,0,0,0,0,0,0.000838,585036,490,4,24365,1,4,cluster2
368,7b7affa9c2293657bf9301bb6a9ad115,1424,?,0,0,?,20,1,21,3,?,?,?,?,?,0.00748,47596,356,1,30535,?,?,cluster6
369,7c06cec5d1393b539417bef1e6b9beda,1149,?,0,1,?,19,1,0,1,?,?,?,?,?,0.6,65,39,1,6,?,?,cluster6
370,7c08f6e6606d36a19c018b0136dd05b6,2713,?,0,1,?,15,1,7,1,?,?,?,?,?,0.953086,405,386,1,21469,?,?,cluster6
371,7c49a90c242537bca2ed15492960e0e3,1206,?,0,1,1500.308333,10,1,82,0,0,0,0,0,0,2.846636,1754,4993,3,99180,1,3,cluster2
372,7c6f641fa95c3ef6942753fb3e568349,18,1,0,1,19.616667,12.5,2,6,1,0.001957,0.001957,0.003914,0,0,0,4,0,2,109,2,2,cluster3
373,7deafe7ff3f23693bdb009399e2805ad,208,?,0,2,?,18,1,152,0,0,0,0,0,0,1.941176,680,1320,1,31736,1,1,cluster2
374,7e71bf7f9dbd38269d23b87cbca3e742,19,1,0,1,16.6,12.5,2,5,1,0.001957,0.001957,0.003914,0,0,37.875,8,303,2,108,2,2,cluster3
375,7e7ef15a3d0f333882a5ba3229ebdbf7,1107,?,0,1,?,23,1,45,1,0.000712,0,0.000712,0,0,1.570227,3090,4852,1,50801,1,1,cluster2
376,7f2fc4c7eaf83d1fa6d07091405c7161,1356,?,0,1,?,23,1,90,1,0,0,0,0,0,4.058533,1213,4923,1,123229,1,1,cluster2
377,7f8081cd6a4b34c5be06077e13329669,1523,?,0,0,?,24,1,0,1,?,?,?,?,?,2.365385,52,123,1,762,?,?,cluster6
378,7ff9e2b3d2813e888c07251353137e1a,11,1,0,1,?,10,1,2,1,0,0,0,0,0,0,0,87,1,24,1,1,cluster3
379,807e2e35e5f33f91a966a895f75d398e,2815,?,0,1,?,18,1,0,2,?,?,?,?,?,0.511013,227,116,1,1591,?,?,cluster6
380,80b41ed6d9173289a5f27e7556200ffc,245,?,0,1.846154,4668.066667,17.384615,3.25,245,0,0,0,0,0,0,0.533333,75,40,13,60202,11,11,cluster4
381,813f1efc76733ea7bad748c6bd65aa4d,474,?,0,2,?,14,1,1,2,0,0,0,0,0,1.515873,126,191,1,802,1,1,cluster2
382,81513dd314a73f719daa6d441e2752ca,1944,?,0,0,?,18,1,0,1,?,?,?,?,?,1.740741,243,423,1,1651,?,?,cluster6
383,81b03532308d329b9ad8281068183e31,19,1,0,1,34.1,12.5,2,5,1,0.013375,0.006348,0.02675,1,191,45,7,315,2,109,2,2,cluster0
384,821a16e8f48830678636efea62a56261,1703,?,0,0,?,3,1,40,1,?,?,?,?,?,0.295082,976,288,1,69073,?,?,cluster6
385,827bf7d91e6539e6821bd43d67f62cbd,12,1,0,1,64.883333,12.5,2,1,1,0.005101,0.001926,0.010202,0,0,55,2,110,2,21,2,2,cluster3
386,828680cd12763df788e623143fe1cc95,2901,?,0,1,?,24,1,17,1,0,0,0,0,0,0.320953,3231,1037,1,51906,1,1,cluster2
387,83547e0a7c3d3f96bf91450b3df83a3e,211,1,0,1,?,7,1,4,1,0.426704,0,0.426704,1,90,12.4375,32,398,1,981,1,1,cluster1
388,83787c546948322aa84241e9a4217f6c,11,1,0,1,?,10,1,2,1,0,0,0,0,0,0,0,0,1,30,1,1,cluster3
389,84123f3a94fc3a04bcf9f6c141ec6458,3000,?,0,1,?,13,1,3,1,0.000002,0,0.000002,0,0,0.031393,13315,418,1,9916,1,1,cluster2
